,Unnamed: 0,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB,danceability,energy,key,loudness,mode,speechiness,acousticness,instruemtnalness,liveness,valence,tempo,duration_ms
17100,49530,Unknown Summer,176422,DJ Desh,2024-02-21,7:18:47 AM,Florence + The Machine,What The Water Gave Me - Demo,Ceremonials (Deluxe Edition),0,0,,UMG - Universal-Island Records Ltd.,00602527870434,0,0,0.68,0.735,0.735,-3.101,1.0,0.0544,0.18,0.0,0.135,0.467,124.03,233627.0
17101,49531,Unknown Summer,176422,DJ Desh,2024-02-21,7:22:35 AM,Games,Strawberry Skies,That We Can Play,0,0,Electro,Hippos In Tanks,5060078529662,0,0,,,,,,,,,,,,
17102,49532,Unknown Summer,176422,DJ Desh,2024-02-21,7:25:38 AM,Caroline Polachek,Spring Is Coming With A Strawberry In The Mouth,"Desire, I Want To Turn Into You: Everasking Edition",1,0,,Perpetual Novice,0198391135453,0,0,0.706,0.803,0.803,-5.874,0.0,0.0339,0.0849,0.0354,0.0678,0.482,118.988,233416.0
17103,49533,Unknown Summer,176422,DJ Desh,2024-02-21,7:31:52 AM,Violens,So Hard To See,True,0,0,Rock,MERLIN - Slumberland Records,0749846016980,0,0,,,,,,,,,,,,
17104,49534,Unknown Summer,176422,DJ Desh,2024-02-21,7:36:55 AM,Solange,Losing You,True,0,0,,Terrible Records,0886443639980,1,0,,,,,,,,,,,,
17105,49535,Unknown Summer,176422,DJ Desh,2024-02-21,7:41:11 AM,Beach House,Woo,7,0,0,,WMG - Sub Pop Records,0098787124064,0,0,,,,,,,,,,,,
17106,49536,Unknown Summer,176422,DJ Desh,2024-02-21,7:45:15 AM,IDLES,POP POP POP,TANGK,1,0,,MERLIN - Liberator Music / Partisan Records,9341004126787,0,0,,,,,,,,,,,,
17107,49537,Unknown Summer,176422,DJ Desh,2024-02-21,7:49:26 AM,Warpaint,Whiteout,Heads Up,0,0,,MERLIN - Rough Trade,5059638228046,0,0,,,,,,,,,,,,
17108,49538,Unknown Summer,176422,DJ Desh,2024-02-21,7:54:06 AM,Beth Gibbons,Floating on a Moment,Lives Outgrown,1,0,Folk,Domino Recording Co,887828028764,0,0,,,,,,,,,,,,
17109,49539,Unknown Summer,176422,DJ Desh,2024-02-21,8:00:25 AM,Blood Orange,Sutphin Boulevard,Coastal Grooves (Bonus Track Version),0,0,Electronic,Domino Recording Co,5034202025948,0,0,0.841,0.383,0.383,-10.437,0.0,0.0675,0.000523,0.247,0.118,0.858,99.77,214040.0
17110,49540,Unknown Summer,176422,DJ Desh,2024-02-21,8:03:30 AM,Mount Kimbie,You Look Certain (I’m Not So Sure),You Look Certain (I’m Not So Sure),0,0,Electro,Warp Records,0801061028831,0,0,0.667,0.86,0.86,-8.855,0.0,0.0306,0.0767,0.872,0.488,0.97,134.013,202261.0
17111,49541,Unknown Summer,176422,DJ Desh,2024-02-21,8:06:25 AM,Porcelain Raft,Drifting In And Out,Drifting In And Out b/w Chain,0,0,Rock,Secretly Canadian,0656605024561,0,0,,,,,,,,,,,,
17112,49542,Unknown Summer,176422,DJ Desh,2024-02-21,8:09:38 AM,Clairo,North,Immunity,0,0,,UMG - FADER Label,00829299184532,0,0,,,,,,,,,,,,
17113,49543,Unknown Summer,176422,DJ Desh,2024-02-21,8:12:54 AM,HTRK,Bendin’,"Work (Work, Work)",0,0,Electronic,Ghostly International,0804297814421,0,0,,,,,,,,,,,,
17114,49544,Unknown Summer,176422,DJ Desh,2024-02-21,8:18:13 AM,Washed Out,Before,Within and Without,0,0,,WMG - ADA Global,0098787094565,0,0,,,,,,,,,,,,
17115,49545,Unknown Summer,176422,DJ Desh,2024-02-21,8:22:41 AM,IDLES,Grace,Grace,1,0,Rock,Liberator Music / Partisan Records,9341004127913,0,0,,,,,,,,,,,,
17116,49546,Unknown Summer,176422,DJ Desh,2024-02-21,8:26:23 AM,Phoenix,Lasso,Wolfgang Amadeus Phoenix,0,0,,WMG - Atlantic Records UK,0825646439201,0,0,0.641,0.628,0.628,-7.27,1.0,0.0351,0.0208,0.000309,0.125,0.946,150.948,167840.0
17117,49547,Unknown Summer,176422,DJ Desh,2024-02-21,8:31:13 AM,M.I.A.,Know It Ain't Right,Matangi,0,0,Electronic,Interscope,0602537609550,1,0,0.683,0.777,0.777,-5.404,0.0,0.0316,0.000192,0.0346,0.0889,0.245,132.018,222133.0
17118,49548,Unknown Summer,176422,DJ Desh,2024-02-21,8:34:51 AM,Odie Leigh,No Doubt,No Doubt,1,0,,Mom+Pop,0810090094489,0,0,,,,,,,,,,,,
17119,49549,Unknown Summer,176422,DJ Desh,2024-02-21,8:38:23 AM,Grimes,Crystal Ball,Darkbloom,0,0,Electronic,Arbutus Records,0656605530062,0,0,,,,,,,,,,,,
17120,49550,Unknown Summer,176422,DJ Desh,2024-02-21,8:41:27 AM,La Roux,Uptight Downtown,Trouble In Paradise,0,0,,Universal Music,00602537884766,0,0,0.746,0.727,0.727,-7.887,1.0,0.0276,0.00127,0.00782,0.206,0.962,123.209,262000.0
